City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
361,Pecsvarad,46.16,18.42,44.96,81,0,2.1,HU,clear sky
362,Tanout,14.97,8.89,89.69,12,0,7.52,NE,clear sky
363,Bafq,31.61,55.41,48.11,39,0,0.72,IR,clear sky
364,Scarborough,54.28,-0.4,46.99,89,100,1.99,GB,overcast clouds
365,Kismayo,-0.36,42.55,78.26,77,92,11.97,SO,overcast clouds
366,Lima,-12.04,-77.03,69.8,64,75,10.29,PE,broken clouds
367,Oksfjord,70.24,22.35,28.4,100,20,1.12,NO,few clouds
368,Muravlenko,63.79,74.52,25.59,96,1,18.75,RU,clear sky
369,Opuwo,-18.06,13.84,74.16,19,0,5.68,NA,clear sky
370,Hare Bay,48.85,-54.01,57.2,58,40,11.41,CA,scattered clouds
371,Porto Novo,6.5,2.6,80.6,83,40,9.17,BJ,scattered clouds
372,Pastavy,55.12,26.83,36.36,87,0,11.92,BY,clear sky
373,Calabozo,8.92,-67.43,82.58,88,100,1.43,VE,overcast clouds
374,Fort Myers Beach,26.45,-81.95,90.0,55,40,16.11,US,scattered clouds
375,Baza,37.49,-2.77,55.99,49,0,5.86,ES,clear sky
376,Malartic,48.13,-78.13,46.99,93,90,16.11,CA,moderate rain
377,Bubaque,11.28,-15.83,82.56,86,0,11.83,GW,clear sky
378,Zahirabad,17.68,77.62,72.93,89,100,2.35,IN,overcast clouds
379,Cortland,42.6,-76.08,57.0,28,1,12.75,US,clear sky
380,Oistins,13.07,-59.53,84.2,70,40,4.7,BB,shower rain
381,Spring Hill,28.48,-82.53,84.0,78,90,10.29,US,overcast clouds
382,Korcula,42.96,17.14,50.0,66,0,4.7,HR,clear sky
383,Novyy Urengoy,66.08,76.63,25.54,97,94,13.38,RU,overcast clouds
384,Nantucket,41.28,-70.1,59.0,54,1,11.41,US,clear sky
385,Millport,55.75,-4.93,50.0,90,84,1.99,GB,broken clouds
386,Syracuse,37.09,15.28,66.2,63,75,5.82,IT,broken clouds
387,Soroca,48.16,28.3,43.0,90,7,7.34,MD,clear sky
388,Vitoria Da Conquista,-14.87,-40.84,70.52,73,78,9.71,BR,broken clouds
389,Ouesso,1.61,16.05,71.91,96,100,1.19,CG,overcast clouds
390,Hornepayne,49.21,-84.77,35.31,85,42,5.61,CA,scattered clouds
391,Qaqortoq,60.72,-46.03,37.4,74,85,2.24,GL,overcast clouds
392,Ikalamavony,-21.15,46.58,66.78,71,6,4.83,MG,clear sky
393,San Rafael,-34.62,-68.33,82.08,21,0,13.62,AR,clear sky
394,Nioaque,-21.14,-55.83,76.3,76,94,3.94,BR,heavy intensity rain
395,Gerash,27.67,54.14,59.0,26,0,3.58,IR,clear sky
396,Samana,19.21,-69.34,87.8,74,20,9.17,DO,few clouds
397,Catio,11.28,-15.25,80.4,89,16,4.23,GW,few clouds
398,Vilcun,-38.65,-72.23,59.0,58,40,12.75,CL,scattered clouds
399,Korop,51.57,32.96,45.0,78,100,11.86,UA,overcast clouds
400,Coihaique,-45.58,-72.07,41.0,80,90,12.75,CL,moderate rain
401,Sinazongwe,-17.26,27.46,79.61,31,0,4.85,ZM,clear sky
402,Paamiut,61.99,-49.67,42.4,84,45,36.86,GL,scattered clouds
403,Cherdyn,60.4,56.48,32.56,97,100,11.81,RU,overcast clouds
404,Varhaug,58.61,5.65,42.8,70,20,6.93,NO,few clouds
405,Marquette,46.53,-87.63,39.99,54,99,7.0,US,overcast clouds
406,Llanes,43.42,-4.75,62.01,79,100,7.56,ES,overcast clouds
407,Sassandra,4.95,-6.08,76.73,93,76,5.73,CI,broken clouds
408,Usinsk,65.99,57.53,25.88,96,61,4.34,RU,broken clouds
409,Dalbandin,28.89,64.41,54.14,31,0,5.44,PK,clear sky
410,Panjab,34.39,67.02,26.76,84,0,4.76,AF,clear sky
411,Otukpo,7.19,8.13,73.99,92,42,2.48,NG,scattered clouds
412,Laguna,38.42,-121.42,88.0,23,1,3.36,US,clear sky
413,Galbshtadt,53.23,78.98,32.2,92,0,7.25,RU,clear sky
414,Ancud,-41.87,-73.82,55.0,71,75,16.11,CL,broken clouds
415,Iskateley,67.68,53.15,28.49,96,30,1.25,RU,scattered clouds
416,Hit,33.64,42.83,72.07,30,0,6.04,IQ,clear sky
417,Taguatinga,-12.39,-46.57,92.01,25,59,5.84,BR,broken clouds
418,Soure,-0.72,-48.52,81.36,75,91,13.24,BR,light rain
419,Geraldton,-28.77,114.6,57.2,93,75,5.82,AU,broken clouds
420,Marsa Matruh,31.35,27.25,71.6,78,0,8.46,EG,clear sky
421,Atasu,48.68,71.64,36.0,73,0,8.86,KZ,clear sky
422,Bandarbeyla,9.49,50.81,79.43,80,0,3.13,SO,clear sky
423,Kang,-23.68,22.79,81.66,16,0,6.49,BW,clear sky
424,Mustasaari,63.11,21.68,35.01,91,90,9.17,FI,overcast clouds
425,George Town,5.41,100.34,80.6,83,20,3.36,MY,moderate rain
426,Eucaliptus,-17.58,-67.52,56.44,38,98,9.42,BO,overcast clouds
427,Chapais,49.78,-74.85,46.4,75,90,16.11,CA,overcast clouds
428,Kano,12.0,8.52,75.2,83,20,2.24,NG,few clouds
429,Boa Vista,2.82,-60.67,96.8,34,40,9.17,BR,scattered clouds
430,Puerto Ayacucho,5.66,-67.62,86.86,71,53,0.89,VE,light rain
431,Itaituba,-4.28,-55.98,87.48,48,88,2.08,BR,overcast clouds
432,La Romana,18.43,-68.97,86.0,70,40,11.41,DO,scattered clouds
433,Talas,38.69,35.55,60.8,44,75,1.12,TR,broken clouds
434,Luba,3.46,8.55,78.6,81,58,3.15,GQ,broken clouds
435,Abu Kamal,34.45,40.92,72.21,26,0,8.66,SY,clear sky
436,Anjar,23.13,70.02,84.74,72,82,8.9,IN,moderate rain
437,Bluefield,37.27,-81.22,62.6,42,20,3.36,US,few clouds
438,Trofaiach,47.42,15.0,48.0,86,0,1.12,AT,clear sky
439,Manoel Urbano,-8.84,-69.26,85.19,61,75,7.83,BR,moderate rain
440,Moussoro,13.64,16.49,91.36,12,4,10.29,TD,clear sky
441,Sambava,-14.27,50.17,71.08,82,5,10.63,MG,light rain
442,Ardee,53.86,-6.54,52.0,89,83,1.99,IE,light rain
443,Djibo,14.1,-1.63,93.4,25,36,8.37,BF,scattered clouds
444,Selma,36.57,-119.61,88.0,23,40,3.36,US,smoke
445,Kajaani,64.23,27.73,33.8,95,90,9.17,FI,light rain
446,Camapua,-19.53,-54.04,87.85,32,70,4.72,BR,light rain
447,Korla,41.76,86.15,46.0,91,5,5.01,CN,clear sky
448,Malakal,9.53,31.66,72.43,93,92,3.65,SS,overcast clouds
449,Rabak,13.18,32.74,85.57,49,0,13.71,SD,clear sky
450,Saltpond,5.21,-1.06,77.72,89,10,8.88,GH,clear sky
451,Riohacha,11.54,-72.91,85.41,78,51,9.55,CO,broken clouds
452,Los Llanos De Aridane,28.66,-17.92,75.2,73,20,13.87,ES,few clouds
453,Bac,45.39,19.24,42.01,100,0,3.36,RS,light rain
454,Gander,48.97,-54.59,57.2,58,40,11.41,CA,scattered clouds
455,Vilhena,-12.74,-60.15,77.23,70,97,4.27,BR,very heavy rain
456,Durban,-29.86,31.03,71.6,73,75,11.41,ZA,broken clouds
457,Kamyshin,50.1,45.42,57.47,66,87,8.41,RU,overcast clouds
458,Warmbad,-28.45,18.73,72.05,21,0,10.65,NA,clear sky
459,Sinnamary,5.38,-52.95,82.87,74,57,9.64,GF,broken clouds
460,Zaraza,9.35,-65.32,85.8,78,37,1.41,VE,scattered clouds
461,Aksu,41.12,80.26,48.31,48,0,2.28,CN,clear sky
462,Yako,12.97,-2.27,87.69,39,72,4.25,BF,broken clouds
463,Prenzlau,53.32,13.87,44.01,96,80,10.78,DE,broken clouds
464,Leh,34.17,77.58,35.47,50,0,2.1,IN,clear sky
465,Sunbury,-37.58,144.73,45.0,93,75,4.7,AU,broken clouds
466,Rodez,44.5,2.58,41.0,93,12,3.36,FR,few clouds
467,Walvis Bay,-22.96,14.51,60.01,82,0,3.36,NA,clear sky
468,Outjo,-20.12,16.15,72.75,19,1,6.51,NA,clear sky
469,Batticaloa,7.71,81.69,78.62,84,78,5.91,LK,light rain
470,Dhidhdhoo,6.88,73.1,82.18,78,100,16.22,MV,overcast clouds
471,Tucurui,-3.77,-49.67,86.34,57,46,3.91,BR,scattered clouds
472,Goderich,43.75,-81.72,53.01,78,100,19.24,CA,overcast clouds
473,Teguise,29.06,-13.56,69.8,73,20,5.82,ES,few clouds
474,Khandwa,21.83,76.33,77.7,77,24,0.94,IN,few clouds
475,Segou,13.43,-6.22,86.23,35,4,1.52,ML,clear sky
476,Sangin,32.07,64.84,48.72,44,0,1.81,AF,clear sky
477,Garh Maharaja,30.83,71.91,72.32,20,0,3.51,PK,clear sky
478,Kurikka,62.62,22.42,33.01,98,90,3.36,FI,light rain
479,Navrongo,10.9,-1.09,84.09,57,23,4.18,GH,few clouds
480,Ouadda,8.08,22.4,70.0,86,60,2.84,CF,broken clouds
481,Pocri,8.27,-80.55,82.4,78,75,4.7,PA,broken clouds
482,Vyritsa,59.41,30.35,37.4,86,90,6.71,RU,overcast clouds
483,Bereda,43.27,-7.54,57.99,98,86,1.99,ES,overcast clouds
484,Lavumisa,-27.31,31.89,70.81,82,34,5.61,SZ,scattered clouds
485,Awbari,26.59,12.78,79.88,19,90,14.03,LY,overcast clouds
486,Stokmarknes,68.56,14.91,37.4,64,20,13.87,NO,few clouds
487,Jumla,29.27,82.18,51.08,64,2,4.68,NP,clear sky
488,Kidal,18.44,1.41,89.8,13,31,9.64,ML,scattered clouds
489,Glace Bay,46.2,-59.96,51.01,76,20,14.99,CA,few clouds
490,Piranhas,-16.43,-51.82,86.36,47,74,4.88,BR,light rain
491,Meulaboh,4.14,96.13,76.01,83,100,4.05,ID,overcast clouds
492,Orodara,10.95,-4.93,82.4,83,55,1.12,BF,light rain
493,Tazovskiy,67.47,78.7,21.24,95,95,14.54,RU,overcast clouds
494,Elizabeth City,36.29,-76.25,73.4,64,1,10.29,US,clear sky
495,Yelan,50.95,43.74,47.91,69,100,6.73,RU,overcast clouds
496,Porto Santo,33.07,-16.34,71.6,88,40,19.46,PT,scattered clouds
497,Tingo Maria,-9.29,-76.01,86.0,35,20,23.04,PE,few clouds
498,Cap Malheureux,-19.98,57.61,72.0,73,0,1.99,MU,clear sky
499,Marzuq,14.4,46.47,68.4,24,0,4.21,YE,clear sky
500,Riyadh,24.69,46.72,68.0,24,0,3.36,SA,clear sky
501,Filadelfia,39.95,-75.16,66.2,48,75,8.05,US,broken clouds
502,Les Escoumins,48.11,-69.02,45.18,90,88,9.44,CA,overcast clouds
503,Lerwick,60.15,-1.15,41.0,86,75,9.17,GB,light rain
504,Swellendam,-34.02,20.44,60.8,77,87,1.12,ZA,overcast clouds
505,Awash,8.98,40.17,74.35,36,0,3.44,ET,clear sky
506,Biu,10.61,12.19,78.6,46,26,0.69,NG,scattered clouds
507,Kendrapara,20.5,86.42,77.0,100,40,4.27,IN,haze
508,Cutler Ridge,25.58,-80.34,84.2,74,75,18.34,US,broken clouds
509,Jamame,0.07,42.75,76.89,80,100,8.68,SO,overcast clouds
510,Ilebo,-4.32,20.58,72.21,93,50,1.57,CD,light rain
511,Port Hawkesbury,45.62,-61.35,57.0,66,1,4.7,CA,clear sky
512,Charlestown,-32.95,151.67,64.99,90,100,10.6,AU,overcast clouds
513,Rio Gallegos,-51.62,-69.22,55.4,26,75,21.92,AR,shower rain
514,Santa Maria Da Boa Vista,-8.81,-39.83,89.29,28,52,18.68,BR,broken clouds
515,Coxim,-18.51,-54.76,88.05,45,99,0.27,BR,overcast clouds
516,Babaeski,41.43,27.09,56.75,49,98,7.56,TR,overcast clouds
517,Santa Lucia,27.91,-15.54,71.01,77,20,10.29,ES,few clouds
518,Paris,48.85,2.35,51.01,81,94,2.24,FR,overcast clouds
519,Marawi,8.0,124.29,75.0,93,100,4.0,PH,overcast clouds
520,Zafra,38.42,-6.42,64.99,35,76,7.0,ES,broken clouds
521,Morros,-9.45,-46.3,89.51,26,92,3.27,BR,overcast clouds
522,Limbe,4.02,9.21,78.8,100,40,1.12,CM,thunderstorm
523,Praia Da Vitoria,38.73,-27.07,59.0,82,40,12.19,PT,scattered clouds
524,Faya,18.39,42.45,64.4,18,0,8.05,SA,clear sky
525,Dwarka,22.24,68.97,83.57,80,29,9.98,IN,scattered clouds
526,Amapa,1.0,-52.0,85.19,53,100,1.54,BR,overcast clouds
527,Lusambo,-4.97,23.45,71.11,93,79,1.95,CD,light rain
528,Shieli,44.17,66.75,55.26,36,0,8.93,KZ,clear sky
529,Emba,48.83,58.14,53.22,62,0,11.3,KZ,clear sky
530,Sukhumi,43.0,41.02,66.38,44,85,4.14,GE,overcast clouds
531,Balkhash,46.84,74.98,43.07,62,0,18.21,KZ,clear sky
532,Kirkkonummi,60.12,24.44,37.0,92,53,13.62,FI,broken clouds
533,Kovur,14.48,79.98,77.32,87,93,8.03,IN,overcast clouds
534,Tatawin,32.93,10.45,64.4,45,0,3.36,TN,clear sky
535,Safaga,26.73,33.94,78.8,61,0,4.7,EG,clear sky
536,Naliya,23.27,68.83,84.33,75,34,4.88,IN,heavy intensity rain
537,Gazojak,41.19,61.4,57.49,31,0,11.3,TM,clear sky
538,Harnosand,62.63,17.94,36.0,51,64,13.87,SE,broken clouds
539,Guider,9.93,13.95,81.63,40,0,1.7,CM,clear sky
540,Mecca,21.43,39.83,80.37,18,0,6.62,SA,clear sky
541,General Pico,-35.66,-63.76,86.83,47,41,18.14,AR,scattered clouds
542,Lyuban,52.8,28.0,43.7,88,100,12.33,BY,overcast clouds
543,Matara,5.95,80.54,78.03,87,94,10.0,LK,overcast clouds
544,Nosy Varika,-20.58,48.53,71.73,87,51,5.28,MG,light rain
545,Agara,42.04,43.82,58.01,47,0,1.83,GE,clear sky
546,Malpe,13.35,74.72,77.0,94,40,4.12,IN,mist
547,Kyshtovka,56.55,76.63,29.86,95,31,8.81,RU,scattered clouds
548,Namwala,-15.75,26.44,72.16,22,0,4.61,ZM,clear sky
549,Shache,38.42,77.24,46.02,50,0,5.37,CN,clear sky
550,Gryazovets,58.88,40.25,34.21,92,99,11.72,RU,light rain
551,Jedovnice,49.34,16.76,48.2,76,8,4.7,CZ,clear sky
552,Khanpur,28.65,70.66,74.34,19,0,4.85,PK,clear sky
553,San Bartolome De Tirajana,27.92,-15.57,71.01,77,20,10.29,ES,few clouds
554,Haradok,55.46,29.98,35.73,89,50,10.07,BY,scattered clouds
555,Akdepe,42.06,59.38,50.0,39,0,9.17,TM,clear sky
556,Jiwani,25.05,61.74,77.94,22,0,13.87,PK,clear sky
557,Asfi,32.3,-9.24,65.86,76,100,5.75,MA,overcast clouds
558,Tutora,47.13,27.78,50.0,87,90,8.05,RO,overcast clouds
559,Kalevala,65.2,31.17,34.32,89,100,10.71,RU,overcast clouds
560,Mutoko,-17.4,32.23,68.95,38,0,5.37,ZW,clear sky
561,Afua,-0.16,-50.39,83.97,64,96,7.45,BR,overcast clouds
562,Kalmunai,7.42,81.82,78.69,82,95,2.17,LK,light rain
563,Benguela,-12.58,13.41,75.52,75,43,1.77,AO,scattered clouds
564,Karaman,37.08,33.25,58.42,71,18,8.01,TR,few clouds
565,Lukovetskiy,64.3,41.92,33.8,86,90,8.95,RU,overcast clouds
566,Sorland,67.67,12.69,33.8,80,26,3.36,NO,scattered clouds
567,Lumeje,-11.55,20.78,73.71,48,0,3.74,AO,clear sky
568,Ndjole,-0.18,10.76,74.98,95,95,3.0,GA,light rain
569,Texiguat,13.65,-87.02,75.2,100,75,9.17,HN,broken clouds
570,Belyy Yar,53.6,91.39,37.4,51,89,11.18,RU,overcast clouds
571,Cabo Rojo,18.09,-67.15,82.99,85,44,1.01,PR,scattered clouds
572,Aripuana,-9.17,-60.63,76.91,86,100,0.38,BR,moderate rain
573,Kaka,37.35,59.61,55.6,37,0,6.04,TM,clear sky
574,Kuryk,43.2,51.65,62.98,30,0,20.36,KZ,clear sky
575,Funtua,11.52,7.31,76.19,42,0,4.74,NG,clear sky
576,Thompson,55.74,-97.86,30.2,80,75,6.93,CA,light shower snow
577,Dajal,29.56,70.38,68.45,22,0,0.58,PK,clear sky
578,Port Blair,11.67,92.75,80.53,83,100,14.67,IN,light rain
579,Sao Raimundo Nonato,-9.02,-42.7,87.55,28,48,4.29,BR,scattered clouds
580,Leshukonskoye,64.9,45.76,30.65,97,100,8.19,RU,overcast clouds
581,Mocuba,-16.84,36.99,66.78,90,23,2.1,MZ,few clouds
582,Roald,62.58,6.13,37.4,93,75,6.93,NO,shower rain
583,Vieux-Habitants,16.06,-61.77,82.4,74,30,6.93,GP,scattered clouds
584,Kachiry,53.07,76.1,33.37,87,17,6.33,KZ,few clouds
585,Bonito,-21.12,-56.48,74.19,84,75,3.62,BR,broken clouds
586,Wattegama,6.8,81.48,75.43,81,100,2.98,LK,overcast clouds
587,Markala,13.7,-6.07,85.03,33,18,1.07,ML,few clouds
588,Cervo,43.67,-7.41,59.0,1,96,8.46,ES,overcast clouds
589,Haskovo,41.94,25.57,57.99,75,45,2.3,BG,scattered clouds
590,Concarneau,47.88,-3.92,46.4,93,100,3.36,FR,overcast clouds
591,Lewisville,33.05,-96.99,87.8,48,75,9.17,US,broken clouds
592,Brunswick,41.24,-81.84,51.01,90,100,1.99,US,overcast clouds
593,Nador,35.17,-2.93,68.0,77,51,4.7,MA,broken clouds
594,Arrifes,37.77,-25.7,59.0,62,20,6.93,PT,few clouds
595,Adur,9.17,76.73,74.21,95,100,1.77,IN,overcast clouds
596,Am Timan,11.03,20.28,76.91,48,0,3.87,TD,clear sky
597,Bousso,10.48,16.71,78.71,46,1,4.94,TD,clear sky
598,Eldorado,-23.79,-54.28,80.33,57,98,5.55,BR,overcast clouds
599,Amarante Do Maranhao,-5.57,-46.74,87.4,40,98,3.89,BR,overcast clouds
600,Warrington,53.39,-2.58,51.8,81,75,1.12,GB,broken clouds
601,Synya,65.37,58.04,28.18,99,100,3.65,RU,overcast clouds
602,Dalvik,65.97,-18.53,41.0,80,90,17.22,IS,overcast clouds
603,Mizdah,31.45,12.98,59.68,61,16,9.51,LY,few clouds
604,Basoko,1.24,23.62,72.77,91,92,1.54,CD,overcast clouds
605,Zhanaozen,43.3,52.8,58.03,30,0,16.87,KZ,clear sky
606,Anloga,5.79,0.9,80.6,83,20,6.93,GH,few clouds
607,Libertador General San Martin,-23.81,-64.79,102.0,23,0,4.0,AR,clear sky
608,General Roca,-39.03,-67.58,77.0,23,0,5.82,AR,clear sky
609,Rocha,-34.48,-54.33,77.79,79,3,6.22,UY,clear sky
610,Dunmore Town,25.5,-76.65,79.3,81,100,19.57,BS,moderate rain
611,Surt,31.21,16.59,72.07,69,100,17.65,LY,overcast clouds
612,Ilo,-17.64,-71.34,63.63,71,71,4.68,PE,broken clouds
613,Acarau,-2.89,-40.12,81.95,66,94,19.53,BR,overcast clouds
614,Chardara,41.25,67.97,57.0,35,0,8.86,KZ,clear sky
615,Sinj,43.7,16.64,59.0,54,0,8.05,HR,clear sky
616,Malazgirt,39.14,42.54,48.15,46,0,2.57,TR,clear sky
617,Golyshmanovo,56.4,68.37,33.3,89,83,10.13,RU,broken clouds
618,Doctor Juan Manuel Frutos,-25.37,-55.8,83.82,55,0,3.04,PY,clear sky
619,Coruripe,-10.13,-36.18,75.24,76,100,8.81,BR,overcast clouds
620,Nagua,19.38,-69.85,86.0,100,40,13.87,DO,scattered clouds
621,Rabo De Peixe,37.8,-25.58,59.0,62,20,6.93,PT,few clouds
622,Salinopolis,-0.61,-47.36,81.14,76,67,11.39,BR,broken clouds
623,Tucuma,-0.18,-50.05,83.37,68,100,11.61,BR,overcast clouds
624,Chicama,-7.84,-79.15,66.2,77,51,11.41,PE,broken clouds
625,Timra,62.49,17.33,36.0,51,28,13.87,SE,scattered clouds
626,Nieuw Amsterdam,5.88,-55.08,88.0,73,93,7.0,SR,overcast clouds
627,Fenoarivo,-18.93,47.44,64.4,82,75,5.82,MG,broken clouds
628,Phenix City,32.47,-85.0,78.8,50,1,5.82,US,clear sky
629,Santa Cruz De Tenerife,28.47,-16.25,66.0,93,75,5.82,ES,broken clouds
630,Karpogory,64.0,44.45,30.56,98,100,9.62,RU,snow
631,Senneterre,48.38,-77.23,46.4,93,90,16.11,CA,moderate rain
632,Matay,28.42,30.78,74.93,51,0,8.99,EG,clear sky
633,Port-Cartier,50.03,-66.87,44.6,87,75,6.93,CA,broken clouds
634,Napasar,27.97,73.55,82.47,15,34,7.52,IN,scattered clouds
635,Verkhnyaya Inta,65.98,60.31,24.22,97,80,5.3,RU,broken clouds
636,Vicuna,-30.03,-70.71,81.0,21,0,5.01,CL,clear sky
637,Neftcala,39.37,49.25,67.1,82,0,7.36,AZ,clear sky
638,Dehloran,32.69,47.27,72.97,19,0,4.61,IR,clear sky
639,Zhezkazgan,47.8,67.71,44.01,55,0,9.75,KZ,clear sky
640,Aurora,39.73,-104.83,48.2,57,40,3.91,US,scattered clouds
641,Wageningen,51.97,5.67,51.01,100,90,3.36,NL,overcast clouds
642,Birecik,37.03,37.99,59.0,51,48,1.45,TR,scattered clouds
643,Chapada Dos Guimaraes,-15.46,-55.75,98.6,29,33,6.93,BR,scattered clouds
644,Bella Vista,36.43,-94.23,60.8,87,90,14.99,US,overcast clouds
645,Weligama,5.97,80.42,78.35,87,97,10.22,LK,overcast clouds
646,Monchegorsk,67.94,32.87,30.52,94,100,9.48,RU,overcast clouds
647,Saint-Esteve,42.71,2.84,51.01,81,0,4.7,FR,clear sky
648,Falcoiu,44.23,24.37,48.99,75,6,11.41,RO,clear sky
649,Stepnoye,51.4,46.87,57.99,73,86,3.0,RU,overcast clouds
650,Tonantins,-2.87,-67.8,84.11,75,100,1.88,BR,heavy intensity rain
651,San Juan Bautista,-14.01,-75.74,66.2,77,90,8.05,PE,overcast clouds
652,Guajara,-2.97,-57.67,92.8,41,70,6.02,BR,broken clouds
653,Geilo,60.53,8.21,25.0,85,100,21.0,NO,overcast clouds
654,Mount Darwin,-16.77,31.58,72.48,27,0,3.38,ZW,clear sky
655,Wilmington,34.23,-77.94,73.99,60,90,4.7,US,overcast clouds
656,Bodden Town,19.28,-81.25,82.4,78,75,6.93,KY,thunderstorm
657,Banepa,27.63,85.52,66.2,93,20,1.81,NP,few clouds
658,Konakovo,56.7,36.77,34.92,88,89,10.65,RU,overcast clouds
659,Road Town,18.42,-64.62,84.2,74,20,3.36,VG,few clouds
660,Midyat,37.42,41.34,57.2,41,0,4.7,TR,clear sky
661,Pitimbu,-7.47,-34.81,80.6,69,20,12.75,BR,few clouds
662,Salinas,36.68,-121.66,81.0,32,1,8.05,US,clear sky
663,Novomikhaylovskiy,44.26,38.86,66.51,75,100,5.91,RU,overcast clouds
664,Kangly,44.25,43.03,48.2,76,2,6.71,RU,clear sky
665,Iquique,-20.22,-70.14,66.2,59,20,11.41,CL,few clouds
666,Laje,-10.18,-40.97,81.34,47,10,11.36,BR,clear sky
667,Karasburg,-28.02,18.75,69.44,22,0,9.28,NA,clear sky
668,San Martin,-33.08,-68.47,91.4,16,0,8.05,AR,clear sky
669,Cururupu,-1.83,-44.87,79.11,75,79,4.45,BR,broken clouds
670,Nauta,-4.51,-73.58,86.52,57,78,2.86,PE,broken clouds
671,Tondon,10.37,-13.35,76.64,86,99,1.7,GN,overcast clouds
672,Anori,-3.77,-61.64,83.12,71,90,5.91,BR,moderate rain
673,Camacupa,-12.02,17.48,69.24,61,25,1.41,AO,scattered clouds
674,Ihosy,-22.4,46.12,64.67,80,62,8.37,MG,broken clouds
675,Bell Ville,-32.63,-62.69,102.0,29,0,17.0,AR,clear sky
676,Manono,-7.3,27.42,73.24,76,1,3.33,CD,clear sky
677,Novosil,52.97,37.04,40.73,74,100,14.05,RU,overcast clouds
678,Maragogipe,-12.78,-38.92,73.4,94,75,10.29,BR,mist
679,Ust-Kan,50.93,84.76,18.84,93,35,3.38,RU,scattered clouds
680,Odesskoye,54.21,72.97,32.49,91,40,5.59,RU,scattered clouds
681,Nacala,-14.54,40.67,71.55,87,0,3.2,MZ,clear sky
682,Sawakin,19.11,37.33,81.07,76,0,5.91,SD,clear sky
683,Saint John,45.27,-66.07,57.0,58,75,5.82,CA,broken clouds
684,Qasigiannguit,68.82,-51.19,42.8,45,100,17.22,GL,overcast clouds
685,Adrar,20.5,-10.07,89.69,19,1,10.71,MR,clear sky
686,Crotone,39.09,17.12,63.57,66,60,8.79,IT,broken clouds
687,Ilhabela,-23.78,-45.36,71.35,81,81,11.99,BR,broken clouds
688,Itarema,-2.92,-39.92,81.3,69,93,18.03,BR,overcast clouds
689,Kamalapuram,14.58,78.65,75.31,92,100,3.96,IN,overcast clouds
690,Marinette,45.1,-87.63,44.6,36,1,5.82,US,clear sky
